Name,Age,Income,Satisfaction,Feedback
Benjamin Fry DDS,31.0,54525.95276105114,Low,
Ashley Anderson,33.0,51746.4875870887,Low,Neutral
Diana Fischer,28.0,55631.89215064104,Low,Positive
Tyler Mclean,26.0,70138.77081758287,High,
Andrew Henry,54.0,62360.874931962186,Low,
Kevin Whitney,43.0,58892.587562488574,Medium,
Thomas Cross,78.0,59219.97308133303,High,Negative
David Guerrero,73.0,46179.76061970085,High,Neutral
Paul Brady,27.0,40296.42701636656,High,
Dana Myers,41.0,63382.06442803116,Medium,Neutral
Becky Mckinney,45.0,54163.43582798274,Medium,Positive
Lindsay Odom,31.0,45437.15310337738,High,Positive
James Brown,70.0,30729.693092749665,Medium,Negative
Benjamin Aguilar,37.0,61949.99016098259,Low,Positive
Ashley Mccall,36.0,44251.25173408728,Medium,Positive
Anita Dawson,76.0,33490.310882029014,Low,
Samuel Thomas,71.0,54725.29670574237,Medium,Neutral
Robert Mcgee,55.0,40177.07943854117,High,Negative
Adam Hayden,48.0,58489.069165576955,Low,Neutral
Ellen Johnson,,16054.85466593405,Low,Neutral
Brian Watkins,67.0,51305.77251758791,Low,
Melissa Johnson,20.0,71821.18077993802,High,Negative
Eric Vasquez,20.0,54047.978597662084,High,
Mary Gutierrez,43.0,65369.33075768145,High,Positive
Barry Mclean,55.0,45087.54378913002,Low,
Austin Ford,49.0,35918.646595743616,Medium,Positive
Michelle Washington,75.0,49530.85700943766,Low,Neutral
Barry Collins,53.0,53606.03688739944,Medium,
David Rodriguez,67.0,59666.29659685155,Medium,Positive
Dr. Michelle Martin,52.0,42296.99382310282,High,
Emily Grant,68.0,,Medium,
Marissa Walters,40.0,59618.37149756854,Medium,
Heidi Townsend,67.0,35690.6408818701,High,
Colleen Johnson,55.0,,Medium,Neutral
Juan Campbell,36.0,38426.524274302916,Medium,Neutral
Jennifer King,29.0,59444.32238365394,High,
Mark Ramirez,64.0,57601.61856347868,High,Negative
Denise Cummings,72.0,56392.586272007036,High,Negative
Mary Foster,71.0,26673.39779179918,,Positive
Nicholas Escobar,31.0,55654.58185416258,Medium,Negative
Ross Gillespie,55.0,48463.1148228737,High,Neutral
Henry Hendrix,75.0,44358.631460341654,Low,Neutral
Aaron Wilkinson,43.0,74877.91871460533,Medium,
Michelle Carpenter,59.0,53248.99093939864,Low,
Victoria Ferguson,25.0,55475.28342302665,Medium,Neutral
Donna Wilson,56.0,67664.5164626299,Medium,Positive
Stacy Price,40.0,56221.97590708487,Low,
Courtney Carlson,60.0,43727.73612050687,Low,Neutral
Ashley Morgan,67.0,61294.13197123153,Medium,Neutral
Shannon Taylor,47.0,67630.83066585092,High,Neutral
Nicholas Taylor,35.0,63210.98318260182,,
Dr. Edward Rojas,44.0,33716.460378034986,Medium,
Kevin Davis,75.0,47533.94353717098,Low,Neutral
Philip Romero,77.0,52891.81193759567,Low,
Christina Smith,55.0,31064.61439184969,High,Positive
Casey Warren,78.0,78856.94732380183,Medium,Positive
Elizabeth Kelly,26.0,55676.56271662548,Low,
James Crawford,54.0,43791.76623304172,Low,Negative
Kevin Green,,51365.72895656216,Medium,
Corey Francis,,37577.34721137566,High,
Dustin Roth,75.0,73258.53496525993,Medium,Positive
Anthony Davis,51.0,65153.76012320581,Medium,
Scott Ryan,36.0,43770.223467838776,Medium,Positive
Bryan Lewis,73.0,44047.07773951879,Low,Positive
Robert Mejia,59.0,43249.34220515991,High,
Christopher Mccall,49.0,30322.47700137086,Low,Positive
Sarah Chapman,22.0,84504.02921410314,Low,Neutral
Jennifer Robinson,70.0,14868.47567362537,Low,Positive
Anna Myers,43.0,39152.89618796428,Medium,Negative
Jerry Lewis,79.0,,High,
Bradley Lopez,,44588.90105846466,Medium,
Brian Gonzalez,,24115.539865685834,Medium,
Jonathan Silva,44.0,,High,Negative
Laura Lee,51.0,65963.85892107448,High,Positive
James Murray,29.0,42645.35193359393,High,Negative
Adam Jimenez,27.0,61651.00854528759,High,Neutral
Rodney Rose,72.0,55122.57188852119,High,Positive
Mrs. Heather Daniels,78.0,54536.33450029155,High,Negative
Steven Jones,23.0,50148.87330800715,High,Neutral
Seth Thomas,19.0,28903.239695476164,High,
Rachel Hudson,42.0,33075.50665286285,Medium,Positive
Lucas Nelson,50.0,54572.26080988221,High,Neutral
Mary Smith,55.0,56154.92029660733,Low,Neutral
Shelly Brown,70.0,37769.21604498363,Medium,Neutral
Peter Montoya,43.0,40907.68781571486,High,Negative
Jacob Garcia,68.0,42863.443973525194,High,Negative
Patricia Young,19.0,44570.712940703655,Low,Negative
Mark Hahn,63.0,65343.44266017758,Low,Negative
Corey Jones,52.0,54124.96325314174,,Neutral
Craig Fuller,,51874.094045288024,High,
Sandra Mendoza,55.0,,High,Positive
Joshua Romero,32.0,34150.27498184398,Low,Neutral
Eric Reed,38.0,30740.15516743843,High,Neutral
Charles King,32.0,62379.406738290854,Low,
Nicholas Tapia,48.0,38753.30614592562,Low,
Michael Robertson,46.0,49146.86005783489,Low,Neutral
Virginia Gutierrez,22.0,37720.81882974556,Medium,
Amanda Rogers,26.0,41058.18122343809,High,Negative
Taylor Smith,30.0,65706.85171701007,Low,Neutral
Randy Williams,31.0,58879.586918437824,Medium,Positive
Samuel Erickson,77.0,48456.846439664325,Low,
Lisa Mccann,56.0,69482.09003571143,Medium,Positive
Danny Lee,67.0,50783.91390638916,Medium,Positive
Dawn Davis,75.0,38929.512110575175,Low,Neutral
Elizabeth Carr,25.0,42686.448588204614,High,Neutral
Susan Griffin,47.0,29621.041602529498,Low,
Tina Jennings,25.0,60859.16172129957,High,
Richard Brown,21.0,66621.60498053288,Medium,Positive
Tyler Mitchell,,36809.646106381544,Low,Neutral
William Williamson,36.0,75727.9945044175,Low,
Kenneth Miller,36.0,38927.574942465755,Low,Positive
Antonio Miles,23.0,69950.04573326999,,
Philip Holt,34.0,51058.29272876759,Low,
Jennifer Wilson,79.0,70012.06514082232,Medium,Neutral
Ryan Phillips,,60024.25236820003,Medium,
Joe Jones,33.0,59532.066537354396,Medium,Negative
Michael Hodges,47.0,33483.345866291624,High,Neutral
Matthew Nelson,26.0,44885.499405852555,High,Neutral
Terry Swanson,18.0,57705.78662369922,Low,Neutral
Jonathan Anthony,76.0,34316.01241277682,Medium,
Michelle White,33.0,62592.20441175598,Low,
Mitchell Dawson,58.0,73352.95200361071,Medium,
Erin Ramos,41.0,36008.94327131228,Medium,
Anne Weber,,26209.186015576553,Low,Positive
Linda Graham,76.0,75414.47889759493,Low,Positive
Kevin Lee,45.0,42611.43955646716,High,
Kelly Howell,62.0,35978.522239219965,High,
Susan Martin,,29051.138651074856,Medium,Positive
Colleen Farmer,54.0,35560.5241567855,Low,Neutral
Joshua Jackson,55.0,48362.81449729878,Medium,Positive
Matthew Smith,76.0,53583.827341542754,Low,Negative
Scott Wagner,37.0,51843.66112662816,Medium,Negative
Jeremy Morris,50.0,52133.17862326264,High,Positive
Erika Savage,63.0,39768.33096029221,Medium,Neutral
Jennifer Bennett,62.0,41918.108786272875,High,Positive
Stephanie Friedman,56.0,38170.17063929448,Medium,
James Moore,75.0,38181.44767993878,Medium,Negative
Katherine Glenn,59.0,40535.204714583975,Low,Neutral
Briana White,72.0,66177.06119149571,Medium,Negative
Robert Mccarthy,24.0,53975.7546625158,Low,Positive
Angela Garcia,38.0,25495.051407909777,High,Positive
Nicole George,79.0,81715.19554483688,Low,Neutral
John Rodriguez,28.0,32506.47535359795,Low,
Bruce Salazar,38.0,,Medium,Neutral
Anita Gonzalez,59.0,49937.533287517064,Low,Negative
James Roberts,79.0,21756.58825530359,Low,Negative
Patricia Lewis,,39439.70011956158,Low,
Zachary Jensen,68.0,38210.21011771015,Medium,Negative
Erin Garza,18.0,51284.44879808071,High,Neutral
Jennifer Crane,,59925.13958433876,Low,Neutral
Angela Cook,59.0,72931.01495329349,Low,Positive
Donna Lowe,66.0,67053.1989311658,High,Neutral
Anna Dominguez,43.0,78918.46918022157,Medium,Positive
Steven Roberson,,62278.743554380446,Medium,
Kerry Bryan,50.0,56401.44619787809,High,Neutral
Alejandro Jordan,43.0,58576.92274379983,Medium,Neutral
Chad Evans,68.0,47567.91552230116,Low,Neutral
Katherine Moody,21.0,40373.47416877473,High,Neutral
Tyler Bailey,69.0,72360.46980010442,High,
Christopher Archer,42.0,34358.6921456674,Medium,Neutral
Mark Barber,71.0,60941.025130947964,Low,Neutral
Ryan Cobb,70.0,65423.56358371731,Low,
Veronica Smith,23.0,55271.42932802174,Medium,
Michelle Watts,18.0,61537.48375212644,Medium,Neutral
Seth Washington,73.0,79721.3875733022,Medium,
Leslie Pena,34.0,50364.06454900234,Low,Positive
Lisa Gutierrez,62.0,58744.86478322412,High,Negative
Wayne Boyer,34.0,61255.18206146821,Low,
Nicole Hill PhD,,66323.92985099393,Low,Positive
Amy Cruz,78.0,60086.33283198759,High,Neutral
Martin Sosa,63.0,50811.280142678,Low,Positive
Andrew Thompson,29.0,63576.91280001949,High,
Elizabeth Johnson,,48940.72797382811,High,
Yolanda Harvey,21.0,,Low,Positive
Kelsey Jones,21.0,81777.19111435214,Low,Negative
Emily Robinson,33.0,63778.224929225784,Medium,Negative
Lorraine Nelson,64.0,19373.288661243118,Medium,
Ricky Sanchez,57.0,53653.737822651536,Low,
Jacob Miles,58.0,47624.60244302434,High,Negative
Susan Holder,70.0,68257.74547690646,Medium,
Tyler Taylor,30.0,59433.6477202872,High,Neutral
Ashley Thomas,35.0,59282.54141323492,Medium,
Rebecca Jones,34.0,,Low,
William Clark,74.0,35175.74422486897,Medium,Positive
Adam Lewis,59.0,47054.96764112981,Low,
Alexander York,,38581.71929789623,Low,
Jenna Delacruz,22.0,48577.38281294918,High,
Gina Flores,42.0,53233.8661649946,High,Neutral
Alex Fitzgerald,72.0,38762.389965597526,Low,Neutral
Marissa Carey,,41579.23097579829,Low,Positive
Mark Avery,29.0,50787.279466444816,Low,Negative
Sarah Scott,76.0,49272.257759456894,Medium,Neutral
Ryan Allen,34.0,,Medium,Negative
Sarah Cook,62.0,45353.26959239214,Low,Neutral
Lisa English,76.0,57425.07010924337,Medium,Positive
Robert Yates,29.0,53193.54425980416,Medium,
Andrew Gray,46.0,,High,Neutral
Kimberly Johnson,55.0,58328.59685445372,Medium,Positive
Peter Mcpherson,31.0,59458.81541103964,Medium,Negative
Austin Rodriguez,31.0,68758.20802671075,Low,Negative
Kyle Ware,74.0,48750.64266228926,High,Negative
Susan Ross,69.0,29769.981949120076,Medium,
Angela Espinoza,22.0,66486.82556662458,High,Negative
Duane Moore,,37752.27644988236,High,
Larry Dyer,70.0,66965.12391308892,,Positive
Andrea Fisher,30.0,43905.78992473963,High,Negative
Samantha Adams,40.0,53213.901473106795,High,
David Cline,62.0,52374.811870180085,High,
Mary Perez,37.0,50030.762222686404,Low,Neutral
Travis Hamilton,33.0,49766.79437337954,Medium,
John Thomas,63.0,37908.57772864954,Medium,
Brandon Hernandez,22.0,61630.41481868974,Low,Negative
Lindsay Tucker,30.0,26505.332501341447,Low,Negative
Ryan Jackson,42.0,18645.80190682711,High,Positive
Jeffrey Moore,68.0,36107.34668805858,High,
Juan Cunningham,65.0,55937.1447731322,Low,
Patrick Thomas,25.0,40955.57040870537,High,
Matthew Martin,48.0,37262.37330270986,High,Positive
Courtney Martinez,79.0,48960.733864310736,Low,
Jeffrey Russell,44.0,51551.00632038782,Low,Neutral
Steven Jones,48.0,40149.14697525981,Medium,Negative
Jessica Ball,61.0,44704.61159868581,,Neutral
Ashley Franklin,72.0,25314.58062270241,Medium,Positive
James Smith,24.0,46081.504758565934,Medium,
Jessica Lewis,72.0,68193.42824445077,High,Negative
Theresa Smith,28.0,37712.109857550546,High,
Lori Small,65.0,62977.30772482984,High,Neutral
Gary Rivera,,47715.07940180707,High,Negative
Brandon King,30.0,77624.82851850298,Medium,Neutral
Katherine Hodge,77.0,75493.57912849197,Medium,
Jessica Wilson,50.0,,Low,Negative
Christopher Golden,29.0,,Medium,Negative
Brian Stone,78.0,46969.90173159395,High,
Steven Lee,36.0,32767.180360775164,Medium,Positive
Mary Miller,38.0,40217.646639770406,Low,Neutral
Brian Cantu,79.0,55241.4074968103,Low,
Nathan Thompson,61.0,36300.67058345218,High,Neutral
Christina Rodriguez,23.0,77077.70158155067,High,
Timothy Houston,43.0,,Medium,Negative
Robin Perez,24.0,64657.50784461304,Low,Neutral
Megan Perez,59.0,75700.41730213899,Low,
David Dawson,46.0,40176.49184463983,Medium,Neutral
Glenn Cherry,27.0,63652.2622887517,,Positive
Paul Dean,20.0,68370.57446434443,High,
Amber Silva,70.0,51251.701600396664,High,
Jennifer Ryan,45.0,65443.52864153287,High,Positive
Stephanie Greene,40.0,37397.570302439315,High,
Jamie Griffin,38.0,62025.48267489991,Medium,Negative
Paul Mendoza,64.0,35636.21292247732,Low,Positive
Veronica Miller,24.0,43538.601768615736,Low,
John Cooper,68.0,40567.92536768492,High,Neutral
Christine Rojas,79.0,,High,Positive
Emily Neal,62.0,23590.114809167764,High,
Miguel Brown,49.0,52041.93202599363,Medium,
Andrea Mullen,26.0,44718.656915962936,Low,Positive
Joel Smith,29.0,58945.017068954316,Low,Negative
Sara Douglas,58.0,38751.855207096756,Medium,Positive
Nicole Mcmillan,18.0,55221.023392512296,Medium,
Steven Hamilton,39.0,58352.81844329224,High,Positive
Megan Gibson,64.0,40547.29114216293,Medium,Negative
Diane York,54.0,61078.87923175492,,
Michael Ramirez,39.0,53435.47339534822,Low,Negative
Elizabeth Moore,64.0,40863.85405257727,Medium,Positive
Megan Brown,46.0,37436.30583692758,High,Negative
Tonya Smith,78.0,69460.00248221584,High,Negative
Lisa Wright,57.0,50498.8617873604,High,Neutral
Cheryl Lewis,22.0,32129.00698411955,Medium,
Charlotte Kirby,27.0,45878.174512774756,,Negative
Jennifer Thompson,35.0,36550.16849746897,Medium,Negative
Glenn Cooke,59.0,,Medium,Neutral
Christopher Ward,,54099.95802403355,Medium,
Ryan Bartlett,76.0,44417.804094857034,High,Neutral
Jeffery Robbins,50.0,52773.91702956198,High,
Jill Perez,73.0,42036.05296108496,High,Negative
Gregory Garcia,31.0,30888.962203460123,Medium,Positive
Barbara Hayes,43.0,44404.46904732962,Low,
Sarah Gonzalez,38.0,47961.448341962336,High,
Lori Richmond,61.0,33658.88221838104,Low,Negative
Ethan Barnes,39.0,43474.618115148245,High,
Jennifer Rodriguez,37.0,62179.450935438676,High,Neutral
Stanley Carlson,52.0,39061.89077290719,High,
Jeffery Christian,24.0,82001.25665045023,Low,Neutral
David Parrish III,78.0,47537.07375855009,High,Neutral
Kathy Wiggins,75.0,46155.69669259293,,Neutral
Michael Tran,,75044.06958569601,Low,
Jeremy Russell,63.0,77295.22814589227,Medium,
Bernard Barrett,70.0,53013.77263620004,Low,Negative
Kelly Miller,69.0,46175.4258151205,High,Neutral
Lori Garcia,35.0,53213.55629202326,Medium,
Joel Kennedy,75.0,48450.31426930571,Low,Positive
Dr. Gregory Francis,58.0,37164.32806174388,Low,
Lindsey Robinson,37.0,58986.96451817094,Low,Negative
Eddie Carlson,68.0,,Medium,
Renee Kim,79.0,75295.84899301016,High,Positive
Emily Miles,68.0,28856.61968695573,Low,Negative
Elizabeth Malone,55.0,56805.032218414155,Low,Negative
Michelle Mcclain,79.0,42941.39831933136,High,Negative
Valerie Butler,79.0,52925.23623048306,,Negative
Scott Lee,24.0,36587.76461510492,High,Negative
Kimberly Andersen,,71270.63824939371,Low,Neutral
Thomas Crawford,55.0,44332.56396478046,High,Neutral
Tiffany Reyes,79.0,26118.356773962307,Low,
Kathy Burns,,46094.60825207652,High,Positive
Ryan Thornton,76.0,21440.25285698742,Medium,Neutral
Hannah Gross,36.0,45554.68137954382,High,Neutral
Benjamin Anderson,28.0,,Low,
Curtis Steele,32.0,48503.32298160078,Medium,Neutral
Robert Delgado,29.0,62284.88028874806,Low,Positive
David Rivas,40.0,72733.99055989002,Low,
Donna Mullins,38.0,70754.89319852585,Low,Neutral
Elizabeth Acosta,69.0,37972.185515488316,High,Positive
Christopher Sherman,73.0,49813.47980480994,High,
Pamela Benitez,25.0,56619.25660224681,High,
Scott Barnes,38.0,51288.133792096865,High,Neutral
Christine Bradley,38.0,58580.26531190568,Medium,Positive
Christine Gutierrez,26.0,52661.63766404707,High,Neutral
Katie Moore,78.0,39844.834164727305,Low,Negative
Christopher Larsen,44.0,72296.00730748056,Low,Negative
Daniel Ross,77.0,64609.530870542745,Low,
Mr. Lawrence Henry,59.0,53759.7418028233,,Neutral
Laura Hayes,47.0,44127.333570122566,High,Negative
Cheryl Wilson,40.0,26512.240128961657,High,
Melissa Jones,65.0,59735.31652850737,Medium,
Julia Armstrong,46.0,66464.01530876121,Medium,Negative
Lauren Thomas,34.0,35761.883532346794,Medium,Positive
Ashley Gibson,79.0,41297.40368173316,Low,Neutral
Jennifer Vasquez,57.0,65937.1810667937,Medium,Neutral
Timothy Diaz,70.0,30498.442154420125,Low,
Megan Walker,31.0,65891.36889830475,Low,
Scott Pratt,,53740.068096858995,Low,Positive
Todd May,20.0,57587.506698645964,Low,Positive
Dawn Sanders,33.0,51553.99614821412,High,Positive
Billy Williams,59.0,70141.26167676563,High,Neutral
Samantha Schwartz,33.0,26392.03845707345,High,Negative
Rebecca Williams,49.0,61450.69015835104,High,Negative
Sarah Wallace,38.0,55257.08552435033,High,Neutral
David Walker,38.0,51413.15088427826,Medium,Neutral
Ryan Rodriguez,56.0,40221.45121016962,Medium,Negative
Timothy Fisher,51.0,53269.24049105511,Medium,Positive
Wanda Lewis,18.0,40491.5076123873,Low,Positive
Darren Valencia,,58304.674379987504,Low,Negative
Katherine Stanley,20.0,34049.69230983844,Low,Positive
Karen Morales,19.0,47391.43911112264,High,Negative
Christine Liu,38.0,47705.69714699739,Low,Positive
Stephanie Gray,64.0,48467.08353638652,High,Negative
Andrew Perez,57.0,41998.310588058346,Medium,Negative
Tony Valenzuela,30.0,35028.46259421078,Low,
Nicole Gomez,78.0,29244.24957083732,Medium,
William Knight,57.0,79098.86778860327,High,Negative
Christopher Salinas,47.0,34800.33264116655,Low,Negative
Dakota Bradford,76.0,24182.68544885312,Low,Neutral
Michael Horn,22.0,72721.98304436819,Low,Neutral
Gregory Anderson,23.0,38012.12571061242,Low,Neutral
Jacob Ruiz,58.0,56087.908577459966,High,Positive
Mrs. Natalie Stewart,,37172.7167286757,Medium,
Danny Cruz,51.0,48974.23015788147,Medium,
Jessica Mendoza,41.0,47047.354707719525,High,Neutral
Jessica Wiggins,53.0,55039.94066013511,Medium,Negative
Patrick Johnson,74.0,38454.122941712136,,Neutral
Hannah Conway,18.0,54295.99240019881,Low,Neutral
Veronica Williams,46.0,26189.677885955705,Medium,Neutral
Brianna Stanton,35.0,31092.065600194936,Medium,Neutral
Brian Ramos,18.0,47923.74823713526,Low,
Brittany Gilmore,30.0,34196.47046725847,Medium,Negative
Richard Calderon,46.0,14321.284536143226,,Positive
Scott Adams,62.0,54966.07561676834,Medium,
Steven Mendoza,,44704.01432164573,High,Negative
Thomas Murray,44.0,44600.47846914573,Low,Negative
Samantha Romero,42.0,51457.44428628859,Low,
Gabriel Butler,63.0,54012.04299010148,Medium,
Laura Griffith,30.0,56536.402096808,,
Terry Gonzales,79.0,60283.454460115696,Low,
Rachel Parker,28.0,44652.06140914136,Medium,Positive
Ryan Kennedy,,19361.591621537842,Low,
Derrick Gray,36.0,44588.47331727218,Medium,Negative
Stephanie Lopez,78.0,58374.712115764414,High,Negative
Justin Long,34.0,81244.59304580106,Medium,Neutral
Jennifer Kaiser,22.0,56357.78646216927,High,Negative
Robert Anderson,24.0,46448.70147981529,,
Monica Schneider,76.0,,Low,
Matthew Oconnor,73.0,45938.70049634757,High,
Mr. Fernando White MD,,47626.83802817723,High,Positive
Mrs. Rebecca Martinez,58.0,27230.44605466861,Medium,Neutral
Ariel Pittman,44.0,33700.99427501873,Medium,Positive
Lisa Reese,78.0,56489.88560699764,Medium,Neutral
Monica Cruz,26.0,62499.61201154276,High,Neutral
Stephen Vance,53.0,58538.00464979619,High,Negative
Kenneth Garner,44.0,30763.611024468562,Low,Positive
Christina Wilson,28.0,60584.07058632899,,
Richard Moore,70.0,49589.15016112992,High,
Tiffany Miller,19.0,41509.6850934935,Medium,Positive
Johnny Brown,45.0,48369.14782223684,Low,Neutral
Richard Saunders,73.0,68637.88854764923,,Negative
Casey Strickland,56.0,40541.56627740299,High,Positive
Christopher Chavez,67.0,55866.87138764486,High,Negative
Erin Walker,44.0,52858.609082304254,Low,
John Neal,34.0,47319.15850373473,High,
Gina Brooks,69.0,40959.89836919283,High,
Kelly Hardy,78.0,63467.615328197535,High,Neutral
Keith Walker,47.0,25097.51756101128,Medium,
Kathy Wells,72.0,49306.12365723856,Medium,Neutral
Rachel Meyer,,44347.35575907188,Low,
Karla Perry,32.0,30568.48693151138,High,Negative
Tyler Hicks,42.0,44526.175183142106,Medium,
Lisa Abbott,33.0,36265.63007923116,Low,
Kristin Rowland,62.0,,High,Neutral
Bradley Bentley,32.0,43116.35140348709,High,Negative
Mark Bryant,69.0,46259.684262609655,Medium,Negative
